a, 445
b, 95
c, 175
d, 300
e, 808
f, 142
g, 128
h, 190
i, 459
j, 14
k, 24
l, 272
m, 175
n, 468
o, 410
p, 141
q, 10
r, 385
s, 400
t, 449
u, 188
v, 80
w, 88
x, 20
y, 140
z, 3
