a, 419
b, 75
c, 183
d, 346
e, 844
f, 122
g, 133
h, 210
i, 466
j, 20
k, 20
l, 263
m, 174
n, 492
o, 466
p, 149
q, 9
r, 403
s, 447
t, 444
u, 215
v, 68
w, 87
x, 23
y, 128
