a, 761
b, 37
c, 229
d, 384
e, 711
f, 63
g, 67
h, 16
i, 434
j, 9
l, 161
m, 256
n, 380
o, 666
p, 184
q, 45
r, 376
s, 492
t, 353
u, 187
v, 115
x, 21
z, 33
à, 6
á, 11
â, 4
ã, 79
ç, 86
é, 16
ê, 9
í, 16
ó, 5
ô, 2
õ, 21
ú, 3
