a, 781
b, 38
c, 234
d, 405
e, 713
f, 67
g, 69
h, 16
i, 446
j, 9
l, 159
m, 254
n, 381
o, 671
p, 189
q, 49
r, 380
s, 497
t, 347
u, 192
v, 106
x, 25
z, 34
à, 8
á, 10
â, 4
ã, 88
ç, 92
é, 15
ê, 8
í, 16
ó, 4
ô, 2
õ, 22
ú, 4
