a, 442
b, 86
c, 196
d, 310
e, 872
f, 127
g, 129
h, 245
i, 454
j, 22
k, 42
l, 279
m, 172
n, 494
o, 474
p, 178
q, 16
r, 437
s, 462
t, 470
u, 195
v, 57
w, 110
x, 28
y, 152
z, 5
