a, 846
b, 36
c, 250
d, 431
e, 761
f, 69
g, 69
h, 15
i, 471
j, 10
l, 179
m, 265
n, 415
o, 709
p, 192
q, 51
r, 403
s, 530
t, 376
u, 207
v, 125
x, 26
z, 40
à, 7
á, 11
â, 4
ã, 90
ç, 97
é, 19
ê, 12
í, 20
ó, 4
ô, 2
õ, 22
ú, 4
