a, 436
b, 98
c, 191
d, 326
e, 848
f, 108
g, 117
h, 177
i, 467
j, 12
k, 33
l, 243
m, 187
n, 503
o, 436
p, 167
q, 8
r, 389
s, 464
t, 435
u, 196
v, 62
w, 104
x, 24
y, 126
z, 3
