a, 439
b, 78
c, 177
d, 324
e, 905
f, 144
g, 154
h, 220
i, 501
j, 13
k, 28
l, 285
m, 205
n, 496
o, 467
p, 146
q, 13
r, 427
s, 435
t, 465
u, 228
v, 90
w, 100
x, 30
y, 161
z, 3
