a, 813
b, 39
c, 238
d, 421
e, 750
f, 68
g, 70
h, 16
i, 471
j, 9
l, 165
m, 269
n, 397
o, 705
p, 203
q, 49
r, 395
s, 526
t, 369
u, 194
v, 119
x, 24
z, 40
à, 7
á, 12
â, 3
ã, 86
ç, 93
é, 17
ê, 8
í, 18
ó, 6
ô, 2
õ, 23
ú, 4
