a, 443
b, 71
c, 197
d, 323
e, 900
f, 137
g, 142
h, 205
i, 455
j, 20
k, 18
l, 268
m, 197
n, 519
o, 479
p, 156
q, 14
r, 397
s, 425
t, 456
u, 188
v, 77
w, 108
x, 36
y, 146
z, 4
