a, 805
b, 38
c, 241
d, 395
e, 704
f, 67
g, 70
h, 16
i, 470
j, 10
l, 166
m, 253
n, 388
o, 679
p, 191
q, 47
r, 393
s, 503
t, 342
u, 193
v, 117
x, 22
z, 36
à, 7
á, 11
â, 4
ã, 87
ç, 94
é, 16
ê, 9
í, 19
ó, 5
ô, 1
õ, 21
ú, 3
