a, 795
b, 38
c, 238
d, 415
e, 740
f, 67
g, 68
h, 15
i, 454
j, 9
l, 165
m, 263
n, 399
o, 695
p, 191
q, 52
r, 392
s, 530
t, 359
u, 198
v, 112
x, 22
z, 35
à, 6
á, 9
â, 3
ã, 84
ç, 90
é, 17
ê, 12
í, 17
ó, 6
ô, 2
õ, 21
ú, 4
