a, 468
b, 74
c, 171
d, 300
e, 803
f, 120
g, 136
h, 209
i, 453
j, 17
k, 26
l, 301
m, 178
n, 478
o, 464
p, 149
q, 11
r, 392
s, 419
t, 431
u, 160
v, 73
w, 106
x, 22
y, 141
z, 1
