a, 801
b, 32
c, 236
d, 401
e, 702
f, 65
g, 68
h, 15
i, 447
j, 8
l, 168
m, 251
n, 388
o, 661
p, 183
q, 42
r, 380
s, 516
t, 353
u, 190
v, 116
x, 27
z, 38
à, 6
á, 9
â, 3
ã, 79
ç, 90
é, 16
ê, 12
í, 20
ó, 5
ô, 1
õ, 23
ú, 3
