a, 807
b, 42
c, 238
d, 403
e, 739
f, 62
g, 68
h, 16
i, 457
j, 9
l, 171
m, 265
n, 395
o, 679
p, 186
q, 53
r, 395
s, 524
t, 362
u, 204
v, 117
x, 25
z, 37
à, 7
á, 9
â, 3
ã, 87
ç, 96
é, 19
ê, 10
í, 18
ó, 5
ô, 2
õ, 24
ú, 3
