a, 437
b, 89
c, 173
d, 316
e, 833
f, 129
g, 123
h, 222
i, 470
j, 16
k, 24
l, 305
m, 150
n, 476
o, 442
p, 144
q, 11
r, 436
s, 434
t, 438
u, 173
v, 83
w, 104
x, 20
y, 134
z, 1
