a, 765
b, 37
c, 237
d, 392
e, 722
f, 65
g, 67
h, 16
i, 440
j, 10
l, 156
m, 256
n, 388
o, 676
p, 187
q, 47
r, 384
s, 494
t, 347
u, 187
v, 108
x, 23
z, 32
à, 7
á, 9
â, 4
ã, 83
ç, 92
é, 17
ê, 11
í, 17
ó, 5
ô, 2
õ, 23
ú, 4
